OBJECTID,HUC,WBID,DISTRICT,PLANNING_UNIT,GROUP_NUMBER,GROUP_NAME,WATERBODY_NAME,WATER_TYPE,CLASS,TARGET_PARAMETERS,BACTERIA,NUTRIENTS,METALS,BIOLOGY,FLORA,PESTICIDES,BACT_COUNT,NUTRIENTS_COUNT,METALS_COUNT,BIOLOGY_COUNT,FLORA_COUNT,PESTICIDES_COUNT,FIELD_PARAMETERS,TRACERS_COUNT,MARKERS_COUNT,TRACERS,MARKERS,SHAPEAREA,SHAPELEN
565,03100201,2030,SD,Lemon Bay,Group 2,Charlotte Harbor,ALLIGATOR CREEK (TIDAL SEGMENT),ESTUARY,3M,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,3,3,Yes,Yes,11044899.6381,15454.3495983298
566,03100201,1983A,SD,Lemon Bay,Group 2,Charlotte Harbor,UPPER LEMON BAY,ESTUARY,2,Microbiology,Yes,,,,,,6,0,0,0,0,0,Yes,6,6,Yes,Yes,9961378.9039875,30411.5124329701
567,03090204,8066,SD,Everglades National Park,Group 5,Everglades,GULF OF MEXICO (EVERGLADES NATIONAL PARK),COASTAL,2,Nutrients,Yes,Yes,,,,,5,6,0,0,0,0,Yes,0,0,,,189668635.954337,111231.088007171
568,03090204,3289A,SD,Everglades National Park,Group 5,Everglades,OYSTER BAY,ESTUARY,2,Nutrients,Yes,Yes,,,,,4,10,0,0,0,0,Yes,0,0,,,93516536.952475,71472.2515523081
569,03090206,3210,SED,South St. Lucie - Indian River Lagoon,Group 2,St. Lucie - Loxahatchee,ST LUCIE RIVER (SOUTH FORK),ESTUARY,3M,"Metals, Microbiology",Yes,,Yes,,,,5,0,10,0,0,0,Yes,0,0,,,29546061.209025,31003.9500579295
570,03090206,3194W,SED,Coastal,Group 2,St. Lucie - Loxahatchee,WARNER CREEK,STREAM,3F,Microbiology,,Yes,,,Yes,,0,1,0,0,1,0,Yes,1,1,Yes,Yes,9414550.8383625,14564.9152200485
571,03090206,3208C,SED,Coastal,Group 2,St. Lucie - Loxahatchee,MANATEE POCKET,ESTUARY,3M,Dissolved Oxygen,Yes,Yes,,,,,10,5,0,0,0,0,Yes,2,0,Yes,,14518410.3669875,18821.9281477213
572,03130011,393,NWD,Apalachicola River,Group 2,Apalachicola - Chipola,SOUTH MOSQUITO CREEK,STREAM,3F,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,6,5,5,0,0,0,Yes,2,0,Yes,,27576149.560825,53415.9163869555
573,03120003,540A,NWD,North Ochlockonee River,Group 1,Ochlockonee - St. Marks,LAKE TALLAVANA,LAKE,3F,Biology,,Yes,,Yes,,Yes,0,1,0,1,0,1,Yes,0,0,,,593805.2040375,7638.45621849659
574,03070204,2178,NED,Middle St. Marys River,Group 4,Nassau - St. Marys,UNNAMED STREAM,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,Yes,,,,6,5,5,0,0,0,Yes,0,0,,,7368033.69025,15853.1653092169
575,03070204,2225,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,UNNAMED DRAIN,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,35568863.85055,28964.526982902
576,03070204,2264,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,CALKINS CREEK,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,6,0,0,0,0,Yes,2,0,Yes,,38082999.8859625,46720.3747974103
577,03070204,2288,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,UNNAMED BRANCH,STREAM,3F,Microbiology,Yes,,Yes,,,,5,0,5,0,0,0,Yes,0,0,,,11244439.5914625,19396.0588485138
578,03140103,145B,NWD,Yellow River,Group 4,Pensacola,LAKE KARICK DRAIN,STREAM,3F,Biology,Yes,,,Yes,Yes,,1,0,0,1,1,0,Yes,0,0,,,15652580.3551875,22968.6502235207
579,03140103,160,NWD,Yellow River,Group 4,Pensacola,SHOAL RIVER,STREAM,3F,"Microbiology, Pesticides",Yes,,,,,Yes,5,0,0,0,0,5,Yes,0,0,,,113632069.630125,115268.370899423
580,03090206,3208B,SED,Coastal,Group 2,St. Lucie - Loxahatchee,WILLOUGHBY CREEK,ESTUARY,3M,"Dissolved Oxygen, Microbiology, Nutrients, Pesticides",Yes,Yes,Yes,,,Yes,5,5,5,0,0,5,Yes,5,5,Yes,Yes,12932842.463,16259.0776359589
581,03100101,2056C2,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ESTUARY(UPPER SEGMENT SOUTH),ESTUARY,3M,Nutrients,Yes,Yes,,,,,10,5,0,0,0,0,Yes,0,0,,,12859962.6269625,19185.0083410549
582,03070205,2161B,NED,Nassau River,Group 4,Nassau - St. Marys,THOMAS CREEK (UPPER MARINE SEGMENT),ESTUARY,3M,"Metals, Microbiology",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,7343817.4992375,12876.0512465625
583,03140102,874,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,UNNAMED STREAM,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,1217808.1001375,4955.95783625787
584,03090206,3210E,SED,South St. Lucie - Indian River Lagoon,Group 2,St. Lucie - Loxahatchee,ROEBUCK CREEK,ESTUARY,3M,Microbiology,Yes,Yes,Yes,,,,5,2,2,0,0,0,Yes,1,2,Yes,Yes,6345220.897275,13199.7590256447
585,03080103,2326B,NED,North Mainstem,Group 2,Lower St. Johns,GOODBYS CREEK (MARINE SEGMENT),ESTUARY,3M,"Metals, Microbiology, Nutrients, Pesticides",,Yes,Yes,,,Yes,0,5,5,0,0,5,Yes,3,3,Yes,Yes,5877978.770925,10577.4959661167
586,03090206,3210C,SED,South St. Lucie - Indian River Lagoon,Group 2,St. Lucie - Loxahatchee,SOUTH FORK ST LUCIE RIVER (TIDAL SEGMENT),ESTUARY,3M,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,10,6,6,0,0,0,Yes,6,6,Yes,Yes,20119610.9671625,24512.0564295471
587,03100101,2060A1,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,MYAKKA CUTOFF (WESTERN PORTION),ESTUARY,2,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,0,0,,,4640445.26345,10071.6631048876
588,03140104,24AC,NWD,Blackwater River,Group 4,Pensacola,LOCKLIN LAKE DRAIN,STREAM,3F,"Biology, Nutrients",Yes,Yes,,Yes,Yes,,5,5,0,1,1,0,Yes,2,0,Yes,,3769310.0046375,11057.7690642571
589,03090103,3204,SD,Northwest Lake Okeechobee,Group 4,Fisheating Creek,HARNEY POND CANAL,STREAM,3F,Nutrients,,Yes,,,,,0,7,0,0,0,0,Yes,2,0,Yes,,367966882.277675,113722.364149552
590,03100207,1341D,SWD,Crystal River / Kings Bay,Group 5,Springs Coast,HOUSE SPRING,SPRING,3F,Nutrients,,Yes,,,,,0,8,0,0,0,0,Yes,0,0,,,22606.593755385,533.187087098938
591,03090103,3222,SD,Northwest Lake Okeechobee,Group 4,Fisheating Creek,L-49,STREAM,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,2,0,Yes,,46070979.2121875,29708.8804763672
592,03100207,1701B,SWD,Anclote River / Coastal Pinellas County,Group 5,Springs Coast,BEAR CREEK (TIDAL PORTION),ESTUARY,3M,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,,,4,5,0,0,0,0,Yes,4,4,Yes,Yes,1455971.5516875,6339.35211457029
593,03140104,24AF,NWD,Blackwater River,Group 4,Pensacola,LOCKLIN LAKE,LAKE,3F,"Biology, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,41726.11735,2215.08642230639
594,03120001,1176C,NWD,Coastal Watershed and Apalachee Bay,Group 1,Ochlockonee - St. Marks,OYSTER BAY,ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,,,,5,10,0,0,0,0,Yes,0,0,,,13322889.6407125,40026.122659311
595,03090102,3205B,SED,TOL Complex,Group 1,Lake Okeechobee,TAYLOR CREEK (LOWER SEGMENT),STREAM,3F,"Flora, Microbiology, Pesticides",Yes,Yes,,,Yes,Yes,10,5,0,0,1,5,Yes,5,5,Yes,Yes,27697064.3027,27167.6587351512
596,03080103,2207B,NED,Trout River,Group 2,Lower St. Johns,BLOCKHOUSE CREEK (MARINE SEGMENT),ESTUARY,3M,"Dissolved Oxygen, Metals, Microbiology, Nutrients, Pesticides",Yes,Yes,Yes,,,Yes,5,5,5,0,0,5,Yes,5,1,Yes,Yes,1037372.2198625,4684.32980794777
597,03080103,2287A,NED,North Mainstem,Group 2,Lower St. Johns,MILLER CREEK (FRESHWATER SEGMENT),STREAM,3F,"Biology, Microbiology",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,1,,Yes,1090080.7472875,5764.52170051109
598,03080103,2297B,NED,North Mainstem,Group 2,Lower St. Johns,CRAIG CREEK (MARINE SEGMENT),ESTUARY,3M,Nutrients,Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,524768.016075,3212.61457334347
599,03080103,2240B,NED,North Mainstem,Group 2,Lower St. Johns,GREENFIELD CREEK (FRESHWATER SEGMENT),STREAM,3F,Nutrients,Yes,Yes,Yes,,,,1,5,5,0,0,0,Yes,0,0,,,2237235.82555,6907.88857261025
600,03070204,2124B,NED,Lower St. Marys River,Group 4,Nassau - St. Marys,ESCAMBIA SLOUGH,ESTUARY,3M,"Microbiology, Nutrients",Yes,Yes,Yes,,,,10,5,5,0,0,0,Yes,5,5,Yes,Yes,3222040.0734375,8381.04556646259
601,03080103,2630E,CD,Crescent Lake,Group 2,Lower St. Johns,LINDLEY LAKE,LAKE,3F,Biology,,Yes,,Yes,,,0,1,0,1,0,0,Yes,0,0,,,124516.6217625,1969.49354266593
602,03100208,1329K,CD,Lower Withlacoochee,Group 4,Withlacoochee,LAKE OTTING,LAKE,3F,"Biology, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,21548.028775,673.19635862258
603,03090101,3186H,CD,Lower Kissimmee,Group 4,Kissimmee River,KISSIMMEE RIVER BELOW LAKE KISSIMMEE,STREAM,3F,"Biology, Nutrients",Yes,Yes,,Yes,Yes,,5,5,0,1,1,0,Yes,0,0,,,52968741.6947125,44524.4118503529
